[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-11-17 12:31:01.743289 I | etcdmain: etcd Version: 3.4.13
2021-11-17 22:57:36.820861 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (129.6168ms) to execute
2021-11-17 22:57:37.160243 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:57:44.701930 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (127.0243ms) to execute
2021-11-17 22:57:47.099278 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:57:57.111639 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:07.109000 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:17.062238 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:27.064220 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:37.068217 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:43.085092 I | mvcc: store.index: compact 23397
2021-11-17 22:58:43.087451 I | mvcc: finished scheduled compaction at 23397 (took 1.3393ms)
2021-11-17 22:58:47.040839 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:58:57.036084 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:07.032646 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:17.001393 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:27.004142 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:37.002667 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:46.971789 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:59:56.968189 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:06.966834 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:16.983063 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:26.928817 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:36.926635 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:46.903766 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:00:56.907460 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:06.899926 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:16.858722 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:26.854095 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:36.887287 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:46.830988 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:01:56.826376 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:06.835222 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:16.792723 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:26.864279 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:36.904669 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:46.778721 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:02:56.770554 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:06.770070 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:16.724293 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:23.644931 I | etcdserver: start to snapshot (applied: 30003, lastsnap: 20002)
2021-11-17 23:03:23.713064 I | etcdserver: saved snapshot at index 30003
2021-11-17 23:03:23.720901 I | etcdserver: compacted raft log at 25003
2021-11-17 23:03:26.726100 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:36.724156 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:42.810287 I | mvcc: store.index: compact 23737
2021-11-17 23:03:42.831974 I | mvcc: finished scheduled compaction at 23737 (took 8.5019ms)
2021-11-17 23:03:46.689555 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:03:56.690701 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:06.689836 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:16.717162 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:26.812800 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:36.663161 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:46.624962 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:04:56.631156 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:06.631146 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:16.587552 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:26.590188 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:29.818527 W | etcdserver: read-only range request "key:\"/registry/services/specs/\" range_end:\"/registry/services/specs0\" count_only:true " with result "range_response_count:0 size:8" took too long (434.6812ms) to execute
2021-11-17 23:05:29.839057 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (958.3654ms) to execute
2021-11-17 23:05:36.589775 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:46.555804 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:05:56.562008 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:06.558567 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:16.528761 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:26.526122 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:36.522294 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:46.509066 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:06:56.503254 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:06.503834 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:16.469516 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:26.452954 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:36.452612 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:46.420644 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:07:56.413712 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:06.413968 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:16.389726 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:26.384732 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:36.399743 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:42.491771 I | mvcc: store.index: compact 24096
2021-11-17 23:08:42.493292 I | mvcc: finished scheduled compaction at 24096 (took 1.1788ms)
2021-11-17 23:08:46.360066 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:08:56.351871 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:06.367868 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:16.317916 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:26.319721 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:36.335363 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:46.296648 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:09:56.285266 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:06.301807 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:16.250796 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:26.250474 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:36.249683 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:46.218279 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:10:56.219658 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:06.215624 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:16.183472 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:26.181844 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:36.182256 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:46.150198 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:11:56.151687 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:06.160323 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:16.113447 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:26.121876 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:36.113611 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:46.091425 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:12:56.131500 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:06.082947 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:16.057554 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:26.049107 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:36.046289 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:42.178825 I | mvcc: store.index: compact 24450
2021-11-17 23:13:42.180825 I | mvcc: finished scheduled compaction at 24450 (took 1.1816ms)
2021-11-17 23:13:46.012650 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:13:56.008233 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:06.012678 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:16.003883 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:25.981217 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:35.995797 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:45.987085 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:14:55.942370 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:05.959662 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:15.912814 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:25.910555 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:35.924311 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:45.892846 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:15:55.874666 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:05.890718 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:15.856472 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:25.851020 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:35.852333 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:45.815727 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:16:55.814908 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:05.867251 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:15.777050 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:25.776295 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:35.776166 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:45.747117 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:17:55.756636 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:05.759541 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:15.713363 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:25.712705 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:35.713102 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:41.865670 I | mvcc: store.index: compact 24813
2021-11-17 23:18:41.868041 I | mvcc: finished scheduled compaction at 24813 (took 1.5317ms)
2021-11-17 23:18:45.674489 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:18:55.678050 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:05.675925 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:15.643772 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:25.687625 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:35.648461 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:45.623307 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:19:55.615385 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:05.640349 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:15.588094 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:25.587242 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:35.581208 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:45.553367 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:20:55.549481 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:05.554905 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:15.514216 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:25.511179 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:35.510055 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:45.483537 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:21:55.476604 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:05.481836 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:15.449419 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:25.455836 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:35.463117 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:45.409824 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:22:55.408510 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:05.421411 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:15.375095 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:25.374246 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:35.379822 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:41.544368 I | mvcc: store.index: compact 25169
2021-11-17 23:23:41.551276 I | mvcc: finished scheduled compaction at 25169 (took 1.2794ms)
2021-11-17 23:23:45.342150 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:23:55.341994 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:05.343415 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:15.305455 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:25.312341 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:35.304463 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:45.280331 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:24:55.278915 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:05.285966 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:15.239856 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:25.242407 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:35.238885 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:45.205111 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:25:55.207099 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:05.215231 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:15.171565 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:16.973756 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (114.4964ms) to execute
2021-11-17 23:26:25.181149 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:35.171834 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:45.142390 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:26:55.140003 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:05.138280 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:15.118782 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:25.111214 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:35.107845 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:45.081704 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:27:55.073011 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:05.081761 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:15.036198 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:25.036859 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:35.047979 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:41.310667 I | mvcc: store.index: compact 25536
2021-11-17 23:28:41.321520 I | mvcc: finished scheduled compaction at 25536 (took 10.3664ms)
2021-11-17 23:28:45.003096 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:28:55.000779 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:05.008441 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:14.968656 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:24.982729 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:34.972641 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:44.937355 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:29:54.946913 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:04.944885 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:14.902445 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:24.900978 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:34.901380 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:44.865126 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:30:54.869432 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:04.868329 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:14.834375 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:24.845169 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:34.833962 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:44.799725 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:31:54.806148 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:04.803104 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:14.767537 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:24.777029 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:34.765351 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:44.720758 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:32:54.731842 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:04.724366 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:14.710721 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:24.695754 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:34.696168 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:41.010068 I | mvcc: store.index: compact 25894
2021-11-17 23:33:41.024060 I | mvcc: finished scheduled compaction at 25894 (took 12.848ms)
2021-11-17 23:33:44.662193 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:33:54.664175 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:04.665001 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:14.638381 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:24.631068 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:34.630757 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:44.617370 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:34:54.595852 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:04.611755 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:14.563278 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:24.562482 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:34.574571 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:44.526034 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:35:54.528018 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:04.534277 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:14.499230 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:24.499372 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:34.503347 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:44.462005 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:36:54.468263 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:04.463294 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:14.428057 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:24.437688 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:34.464837 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:44.393957 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:37:54.399222 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:04.399525 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:14.357624 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:24.380143 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:34.358413 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:40.699626 I | mvcc: store.index: compact 26250
2021-11-17 23:38:40.703316 I | mvcc: finished scheduled compaction at 26250 (took 3.1337ms)
2021-11-17 23:38:44.322305 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:38:54.327817 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:04.323154 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:14.294301 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:24.297679 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:34.933948 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:44.263470 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:39:54.264712 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:04.263679 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:14.230485 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:24.225719 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:34.224378 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:44.193442 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:40:54.190866 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:04.191324 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:14.168900 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:24.160232 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:34.160707 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:44.130473 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:41:54.123750 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:04.392824 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:14.089320 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:24.095000 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:34.089733 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:44.056570 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:42:54.059192 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:04.067282 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:14.022959 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:24.029752 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:34.022955 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:40.388907 I | mvcc: store.index: compact 26611
2021-11-17 23:43:40.409751 I | mvcc: finished scheduled compaction at 26611 (took 19.7727ms)
2021-11-17 23:43:43.989415 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:43:53.998824 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:03.994838 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:13.954243 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:24.007033 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:33.952289 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:43.924832 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 23:44:53.927237 I | etcdserver/api/etcdhttp: /health OK (status code 200)
